Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
60,No,Non-Travel,350,Human Resources,15,4,Marketing,1,1122,2,Male,76,3,4,Human Resources,4,Single,19999,9922,4,Y,No,15,4,3,80,0,4,4,3,2,0,0,1
37,No,Travel_Rarely,441,Research & Development,4,3,Medical,1,1123,2,Male,53,1,4,Manufacturing Director,4,Married,18305,17460,5,Y,No,13,3,1,80,0,1,2,3,0,0,0,0
50,No,Non-Travel,1263,Research & Development,26,2,Marketing,1,1124,2,Male,51,2,1,Research Director,2,Married,13338,19366,3,Y,No,25,3,3,80,0,39,3,3,35,4,2,0
43,No,Non-Travel,210,Research & Development,15,3,Medical,1,1125,4,Female,78,2,2,Healthcare Representative,4,Divorced,8163,18870,7,Y,No,16,3,4,80,0,23,2,4,7,6,2,7
56,Yes,Travel_Rarely,931,Research & Development,4,1,Life Sciences,1,1126,4,Male,84,3,2,Research Scientist,1,Divorced,12325,11907,8,Y,Yes,15,3,3,80,0,40,2,1,35,18,11,17
38,No,Non-Travel,518,Sales,11,3,Medical,1,1127,3,Female,84,3,2,Sales Representative,4,Married,10467,5551,1,Y,No,18,4,1,80,1,1,2,3,1,0,0,0
59,No,Travel_Frequently,527,Research & Development,6,3,Medical,1,1128,3,Male,99,4,3,Research Scientist,2,Single,8160,4457,3,Y,Yes,19,3,4,80,0,24,3,4,10,4,4,8
60,Yes,Non-Travel,1169,Research & Development,4,2,Medical,1,1129,3,Male,64,3,2,Laboratory Technician,2,Divorced,9728,25832,7,Y,No,19,3,2,80,2,10,2,4,2,2,2,0
58,No,Non-Travel,443,Sales,9,5,Life Sciences,1,1130,4,Male,73,3,2,Sales Executive,4,Married,3143,2411,7,Y,No,22,3,2,80,2,23,4,3,19,13,3,13
26,No,Travel_Rarely,1104,Research & Development,9,2,Technical Degree,1,1131,4,Female,65,4,3,Laboratory Technician,2,Single,19999,25015,8,Y,Yes,22,3,3,80,0,31,5,3,19,18,10,12
41,No,Travel_Rarely,302,Research & Development,3,2,Medical,1,1132,1,Female,44,3,1,Research Scientist,3,Married,2369,14760,2,Y,Yes,16,3,4,80,0,18,5,2,0,0,0,0
54,No,Travel_Frequently,479,Sales,23,2,Life Sciences,1,1133,2,Female,74,2,3,Sales Executive,1,Married,19236,10990,0,Y,Yes,25,4,4,80,0,37,1,2,28,2,0,12
58,Yes,Travel_Rarely,1229,Sales,28,4,Medical,1,1134,2,Male,91,3,2,Sales Representative,1,Married,8633,17223,8,Y,Yes,14,4,3,80,1,21,0,3,2,1,0,2
34,Yes,Non-Travel,559,Research & Development,5,3,Marketing,1,1135,2,Female,79,3,4,Laboratory Technician,2,Married,10327,15879,0,Y,No,14,3,3,80,1,24,2,1,11,11,9,5
41,No,Non-Travel,1092,Sales,15,3,Marketing,1,1136,2,Female,42,4,2,Sales Representative,3,Single,3766,22249,2,Y,No,19,3,1,80,0,40,3,3,38,5,4,17
38,No,Travel_Rarely,1002,Research & Development,28,1,Medical,1,1137,4,Male,60,4,1,Healthcare Representative,2,Divorced,2718,22722,2,Y,No,14,3,4,80,0,35,6,3,25,18,13,1
56,No,Travel_Rarely,733,Research & Development,9,1,Technical Degree,1,1138,4,Female,34,4,2,Healthcare Representative,2,Married,18942,23131,8,Y,No,18,3,3,80,1,39,4,1,33,2,1,17
58,No,Non-Travel,1487,Research & Development,2,3,Life Sciences,1,1139,1,Female,37,4,1,Manufacturing Director,4,Married,1417,17465,0,Y,No,19,3,4,80,0,21,3,2,5,1,0,1
56,No,Travel_Rarely,1153,Research & Development,3,4,Medical,1,1140,2,Female,42,3,5,Research Scientist,1,Single,19999,8979,6,Y,No,15,3,4,80,2,17,0,3,0,0,0,0
30,Yes,Travel_Rarely,1232,Research & Development,26,4,Technical Degree,1,1141,3,Female,70,3,1,Manufacturing Director,3,Married,5811,12795,1,Y,No,23,3,3,80,0,8,4,1,2,0,0,1
28,No,Travel_Rarely,641,Research & Development,21,1,Technical Degree,1,1142,1,Male,46,2,3,Research Scientist,4,Single,19999,6100,6,Y,No,16,3,4,80,0,27,1,3,8,1,0,8
36,No,Travel_Rarely,1311,Research & Development,12,3,Marketing,1,1143,1,Male,61,3,2,Manufacturing Director,2,Single,9000,14096,0,Y,No,13,3,4,80,0,24,0,4,19,1,1,2
28,No,Travel_Rarely,296,Research & Development,16,4,Technical Degree,1,1144,4,Female,34,2,2,Healthcare Representative,3,Married,12679,15076,9,Y,No,22,3,3,80,1,11,4,4,1,0,0,1
30,No,Travel_Rarely,1271,Sales,5,3,Life Sciences,1,1145,3,Male,38,4,1,Manager,4,Single,9008,16996,9,Y,Yes,15,3,2,80,0,24,3,3,13,4,1,1
18,No,Non-Travel,873,Research & Development,10,4,Technical Degree,1,1146,4,Female,63,4,2,Research Director,4,Married,14801,16695,7,Y,No,15,4,4,80,0,20,1,3,5,3,1,5
57,No,Travel_Rarely,973,Research & Development,28,2,Life Sciences,1,1147,4,Female,30,2,2,Manufacturing Director,4,Single,17707,23120,9,Y,No,25,3,2,80,0,23,2,3,5,4,3,5
36,No,Travel_Rarely,790,Research & Development,15,5,Life Sciences,1,1148,4,Female,69,2,2,Manufacturing Director,4,Married,11444,20605,9,Y,No,24,3,3,80,0,31,1,3,13,0,0,10
29,No,Non-Travel,229,Research & Development,14,4,Life Sciences,1,1149,1,Female,83,3,4,Manufacturing Director,1,Single,19999,23091,1,Y,No,12,3,1,80,1,18,3,3,8,1,0,2
25,Yes,Travel_Rarely,207,Research & Development,14,5,Medical,1,1150,1,Male,61,3,2,Research Director,4,Single,6925,16044,2,Y,No,20,3,3,80,0,35,2,2,20,17,11,15
25,Yes,Travel_Rarely,453,Research & Development,23,3,Life Sciences,1,1151,2,Male,79,3,2,Research Scientist,4,Single,15917,21227,7,Y,No,16,3,4,80,1,12,4,2,1,0,0,0
29,No,Travel_Rarely,1474,Research & Development,13,3,Life Sciences,1,1152,1,Male,88,3,2,Manufacturing Director,4,Divorced,15852,17610,2,Y,Yes,19,3,2,80,0,26,2,3,19,18,8,1
50,No,Non-Travel,935,Research & Development,16,5,Life Sciences,1,1153,3,Male,91,3,1,Research Scientist,3,Divorced,6753,22132,0,Y,No,21,3,4,80,1,2,3,4,0,0,0,0
43,No,Travel_Rarely,415,Research & Development,8,2,Life Sciences,1,1154,4,Male,40,2,4,Laboratory Technician,4,Single,19999,16893,8,Y,Yes,25,3,2,80,1,3,1,3,2,2,2,2
56,No,Travel_Rarely,1102,Research & Development,8,3,Medical,1,1155,4,Male,52,3,2,Healthcare Representative,2,Married,6418,11609,7,Y,No,17,3,4,80,1,18,2,3,13,2,0,6
45,No,Travel_Frequently,1485,Research & Development,17,4,Medical,1,1156,4,Female,55,3,1,Laboratory Technician,4,Married,3738,7533,3,Y,No,24,4,4,80,1,38,3,3,23,4,1,15
22,No,Non-Travel,1446,Sales,17,4,Life Sciences,1,1157,3,Female,92,2,2,Sales Executive,1,Divorced,12690,12582,7,Y,Yes,18,3,2,80,0,22,3,3,3,2,1,3
25,No,Travel_Rarely,485,Research & Development,3,5,Marketing,1,1158,3,Male,75,3,2,Research Director,4,Married,1656,18474,4,Y,Yes,12,3,3,80,3,19,2,3,5,0,0,3
42,No,Travel_Rarely,1103,Research & Development,1,2,Technical Degree,1,1159,2,Male,98,4,2,Research Scientist,3,Married,9515,20848,2,Y,No,21,3,4,80,0,22,3,4,9,4,4,0
44,No,Travel_Rarely,118,Sales,17,4,Marketing,1,1160,2,Female,35,4,3,Sales Executive,1,Single,7912,4697,0,Y,No,23,3,3,80,0,3,4,3,2,0,0,1
40,No,Travel_Rarely,1495,Research & Development,26,4,Life Sciences,1,1161,4,Male,80,3,1,Manufacturing Director,4,Married,4852,7841,9,Y,Yes,24,3,4,80,0,39,2,2,20,0,0,15
47,No,Non-Travel,1191,Sales,24,1,Marketing,1,1162,1,Male,72,4,2,Manager,3,Divorced,1254,5627,4,Y,No,19,3,3,80,0,35,1,3,18,13,2,3
40,No,Travel_Rarely,987,Research & Development,16,3,Life Sciences,1,1163,3,Male,71,2,3,Laboratory Technician,3,Married,9032,10678,5,Y,No,13,3,2,80,1,14,2,3,1,0,0,0
37,No,Travel_Rarely,1238,Research & Development,17,2,Life Sciences,1,1164,4,Male,42,4,1,Research Scientist,2,Single,14600,19729,3,Y,Yes,20,3,4,80,0,25,3,3,8,7,6,1
35,No,Travel_Rarely,172,Sales,25,2,Life Sciences,1,1165,1,Male,54,1,4,Sales Representative,4,Single,19999,5060,6,Y,No,15,4,3,80,3,19,0,3,18,13,2,5
35,No,Travel_Rarely,1186,Research & Development,2,5,Marketing,1,1166,4,Female,31,3,1,Research Scientist,3,Married,7776,13414,2,Y,No,24,3,3,80,0,5,2,3,5,3,2,1
19,Yes,Travel_Rarely,545,Research & Development,25,3,Life Sciences,1,1167,1,Male,43,3,3,Research Scientist,3,Married,12922,12852,6,Y,No,17,3,2,80,1,31,3,2,12,5,4,11
21,No,Non-Travel,1070,Research & Development,14,4,Life Sciences,1,1168,4,Male,46,3,2,Healthcare Representative,3,Married,18335,9665,0,Y,No,14,3,3,80,1,1,5,1,0,0,0,0
47,No,Non-Travel,1439,Sales,7,5,Life Sciences,1,1169,2,Male,69,2,2,Sales Executive,4,Divorced,7871,21485,6,Y,No,17,3,4,80,2,19,2,3,11,7,3,6
50,No,Travel_Rarely,584,Sales,25,3,Technical Degree,1,1170,1,Male,68,1,1,Sales Executive,3,Single,10077,18400,0,Y,No,18,3,3,80,0,9,1,3,1,1,0,1
53,Yes,Travel_Rarely,1369,Research & Development,19,4,Medical,1,1171,1,Female,54,3,1,Manufacturing Director,2,Single,4490,9300,0,Y,Yes,25,3,4,80,3,36,3,2,21,18,7,17
35,Yes,Non-Travel,618,Human Resources,1,3,Life Sciences,1,1172,3,Female,77,1,1,Manager,2,Divorced,8368,10478,1,Y,No,23,3,4,80,2,15,2,3,5,2,1,0
54,No,Travel_Rarely,1495,Research & Development,17,4,Medical,1,1173,4,Female,78,3,1,Research Scientist,3,Married,15160,10612,1,Y,No,20,3,3,80,3,9,1,4,4,0,0,4
36,Yes,Travel_Rarely,418,Sales,27,2,Medical,1,1174,3,Male,62,3,2,Manager,4,Single,19148,6214,3,Y,No,24,3,3,80,2,33,3,2,22,4,2,3
45,No,Travel_Frequently,1146,Research & Development,10,5,Medical,1,1175,4,Female,56,3,2,Research Scientist,4,Married,5075,22675,0,Y,No,20,3,4,80,2,2,5,3,0,0,0,0
57,No,Travel_Rarely,799,Research & Development,6,2,Life Sciences,1,1176,4,Female,74,2,2,Research Scientist,2,Divorced,15722,14598,3,Y,No,14,3,4,80,1,17,4,3,6,4,1,5
37,No,Travel_Rarely,822,Research & Development,7,3,Technical Degree,1,1177,1,Female,60,2,3,Healthcare Representative,2,Single,3662,6931,1,Y,No,25,4,3,80,2,6,1,4,6,0,0,4
50,No,Non-Travel,332,Sales,25,4,Life Sciences,1,1178,3,Male,92,2,3,Sales Executive,3,Divorced,17805,6119,3,Y,No,15,3,3,80,1,12,4,4,4,1,0,0
29,Yes,Travel_Rarely,965,Research & Development,6,3,Marketing,1,1179,2,Male,67,3,2,Laboratory Technician,4,Divorced,3327,6351,3,Y,No,21,3,2,80,1,40,2,3,28,18,8,6
32,No,Travel_Rarely,1203,Research & Development,5,3,Life Sciences,1,1180,3,Male,69,3,2,Research Director,1,Single,5041,16716,8,Y,No,13,3,1,80,1,22,2,3,17,3,1,7
58,No,Travel_Rarely,664,Human Resources,2,3,Life Sciences,1,1181,1,Female,87,3,2,Human Resources,4,Married,16005,23251,8,Y,No,15,3,4,80,3,10,5,3,0,0,0,0
56,Yes,Travel_Rarely,870,Research & Development,18,4,Life Sciences,1,1182,2,Male,94,2,2,Research Scientist,2,Married,9111,11171,0,Y,No,18,3,3,80,0,18,5,3,16,15,14,14
19,No,Travel_Rarely,909,Research & Development,24,2,Medical,1,1183,3,Male,40,3,4,Healthcare Representative,2,Married,18604,6047,4,Y,No,13,3,2,80,1,12,1,2,9,6,4,2
46,No,Travel_Rarely,631,Human Resources,17,1,Life Sciences,1,1184,2,Female,44,3,1,Manager,1,Divorced,13405,20772,6,Y,No,25,4,4,80,0,36,1,3,27,17,12,17
58,Yes,Travel_Rarely,391,Sales,24,2,Marketing,1,1185,3,Female,86,3,1,Sales Executive,4,Divorced,5932,8411,3,Y,No,24,3,4,80,0,22,2,2,4,4,2,2
27,No,Travel_Rarely,1343,Human Resources,27,3,Life Sciences,1,1186,4,Female,54,3,3,Human Resources,4,Single,17969,5561,4,Y,No,23,3,4,80,0,15,3,3,10,0,0,3
19,Yes,Non-Travel,201,Research & Development,26,2,Medical,1,1187,1,Male,68,2,1,Research Director,1,Married,14784,19510,1,Y,Yes,15,3,3,80,0,8,4,4,8,2,1,6
28,Yes,Travel_Rarely,250,Sales,27,3,Marketing,1,1188,4,Female,62,2,4,Sales Executive,3,Married,4029,3565,2,Y,No,20,4,3,80,3,15,1,3,8,8,5,3
30,No,Travel_Rarely,1280,Research & Development,23,3,Medical,1,1189,3,Male,58,3,4,Research Scientist,1,Married,9319,7207,6,Y,No,11,3,1,80,0,14,2,2,7,4,2,1
27,No,Travel_Rarely,496,Research & Development,7,1,Marketing,1,1190,1,Male,87,1,1,Research Scientist,4,Married,6662,24168,9,Y,No,12,3,4,80,1,7,2,2,2,0,0,1
31,No,Travel_Rarely,477,Sales,21,3,Medical,1,1191,4,Male,40,3,1,Sales Executive,3,Single,7740,25283,6,Y,No,13,3,4,80,0,33,0,3,17,6,0,5
35,No,Travel_Rarely,203,Research & Development,19,4,Life Sciences,1,1192,2,Male,42,3,2,Research Scientist,2,Married,11539,22549,3,Y,No,11,3,4,80,2,25,4,3,7,6,6,0
26,No,Travel_Rarely,883,Research & Development,7,2,Marketing,1,1193,2,Male,98,4,2,Research Scientist,1,Married,10481,9833,0,Y,Yes,23,3,4,80,1,33,4,3,33,7,6,15
56,Yes,Non-Travel,193,Research & Development,23,3,Life Sciences,1,1194,1,Female,50,3,2,Research Scientist,4,Single,19999,3242,0,Y,No,21,3,1,80,0,17,2,3,3,2,1,1
45,Yes,Travel_Rarely,512,Sales,7,3,Medical,1,1195,3,Male,32,3,3,Sales Executive,3,Divorced,6363,24958,3,Y,No,22,3,3,80,0,26,1,3,14,0,0,0
20,No,Travel_Rarely,507,Research & Development,16,3,Marketing,1,1196,3,Female,55,3,2,Healthcare Representative,1,Divorced,3060,22234,3,Y,No,21,4,3,80,0,32,1,2,30,10,6,7
37,No,Travel_Rarely,122,Human Resources,12,4,Life Sciences,1,1197,2,Male,62,2,2,Human Resources,3,Married,12390,14042,5,Y,No,19,3,4,80,0,14,2,2,13,8,4,0
23,No,Travel_Rarely,733,Human Resources,15,3,Life Sciences,1,1198,1,Male,51,3,1,Human Resources,4,Single,2853,17639,6,Y,No,19,3,1,80,0,26,2,2,24,16,15,0
44,No,Travel_Frequently,120,Research & Development,15,3,Medical,1,1199,4,Male,91,3,3,Healthcare Representative,3,Married,8523,9502,8,Y,No,15,3,3,80,3,28,3,3,20,10,0,17
19,No,Travel_Rarely,254,Sales,11,1,Marketing,1,1200,4,Male,34,3,1,Sales Representative,3,Single,12280,13696,8,Y,No,24,3,1,80,1,20,2,4,5,5,2,4
46,Yes,Non-Travel,402,Research & Development,2,3,Human Resources,1,1201,3,Male,48,3,3,Research Scientist,3,Single,15385,25739,9,Y,No,14,3,3,80,0,23,1,2,11,8,3,11
55,Yes,Travel_Rarely,514,Sales,3,3,Medical,1,1202,2,Male,38,2,2,Manager,3,Married,4986,13252,4,Y,Yes,15,3,4,80,3,19,4,2,1,1,1,0
20,No,Travel_Rarely,303,Sales,19,1,Medical,1,1203,1,Male,87,2,2,Sales Representative,3,Single,11007,15397,9,Y,Yes,14,4,3,80,0,26,1,3,9,1,0,9
33,No,Travel_Rarely,240,Research & Development,20,3,Technical Degree,1,1204,4,Male,53,3,4,Manufacturing Director,4,Single,19999,17162,2,Y,No,22,3,4,80,0,14,4,3,3,3,1,1
47,Yes,Travel_Rarely,125,Research & Development,28,5,Life Sciences,1,1205,1,Male,68,3,4,Healthcare Representative,1,Single,19999,25141,2,Y,No,15,3,3,80,1,28,3,3,17,1,0,11
57,No,Travel_Rarely,113,Research & Development,25,3,Life Sciences,1,1206,1,Female,90,2,2,Research Director,3,Single,15881,5890,5,Y,No,17,3,2,80,0,9,4,2,9,3,2,0
19,Yes,Travel_Rarely,236,Research & Development,26,3,Marketing,1,1207,3,Male,77,3,1,Healthcare Representative,1,Single,13638,5541,0,Y,No,21,3,3,80,0,25,0,4,6,1,0,0
34,No,Travel_Rarely,1037,Research & Development,15,4,Marketing,1,1208,4,Female,79,3,3,Research Director,2,Divorced,11408,10370,6,Y,No,18,3,4,80,0,10,3,4,3,3,0,3
58,No,Non-Travel,182,Sales,16,4,Technical Degree,1,1209,3,Female,91,3,2,Sales Executive,3,Single,10773,13704,2,Y,No,12,3,2,80,1,40,0,3,40,18,13,17
29,No,Travel_Rarely,1480,Human Resources,1,3,Medical,1,1210,1,Female,82,3,1,Manager,4,Single,12728,14831,4,Y,No,14,3,1,80,2,19,5,2,0,0,0,0
52,No,Travel_Rarely,1195,Research & Development,15,4,Life Sciences,1,1211,3,Female,50,3,4,Research Director,1,Single,7291,12449,6,Y,Yes,18,3,3,80,1,6,3,3,0,0,0,0
60,Yes,Travel_Rarely,1329,Research & Development,12,4,Medical,1,1212,3,Male,67,3,1,Laboratory Technician,4,Divorced,2576,6551,6,Y,No,17,3,3,80,1,10,2,3,2,2,1,1
18,No,Travel_Rarely,692,Sales,7,3,Life Sciences,1,1213,3,Female,88,4,1,Manager,2,Married,12977,23848,8,Y,No,19,3,3,80,1,40,2,3,35,2,1,1
32,No,Travel_Rarely,1093,Research & Development,7,3,Life Sciences,1,1214,2,Female,72,4,1,Healthcare Representative,2,Married,7269,13245,0,Y,No,15,3,3,80,0,40,4,3,37,4,2,17
43,No,Travel_Frequently,1404,Research & Development,11,3,Marketing,1,1215,4,Male,46,3,2,Healthcare Representative,1,Divorced,18639,12516,2,Y,No,16,4,4,80,1,16,5,3,13,3,2,1
54,No,Travel_Frequently,812,Sales,20,5,Life Sciences,1,1216,3,Male,98,3,3,Sales Executive,3,Married,19999,13009,8,Y,Yes,25,3,4,80,1,31,5,3,25,18,15,5
38,No,Travel_Frequently,1419,Sales,29,3,Marketing,1,1217,3,Male,73,3,2,Sales Representative,3,Married,16811,17781,7,Y,No,21,4,1,80,0,8,4,4,2,1,0,2
48,No,Non-Travel,898,Research & Development,11,1,Medical,1,1218,3,Female,92,1,2,Laboratory Technician,3,Single,2064,4733,1,Y,No,18,3,4,80,0,40,4,2,36,18,2,17
42,No,Travel_Rarely,1281,Research & Development,17,4,Medical,1,1219,2,Female,52,2,2,Laboratory Technician,3,Married,19999,9781,7,Y,No,25,4,4,80,3,8,3,1,1,1,1,1
40,Yes,Non-Travel,832,Sales,3,3,Life Sciences,1,1220,2,Male,97,1,3,Sales Executive,3,Single,19999,15792,7,Y,No,22,3,4,80,0,15,0,1,0,0,0,0
41,No,Travel_Rarely,378,Human Resources,16,1,Life Sciences,1,1221,1,Male,55,3,1,Manager,3,Married,13132,19408,1,Y,No,24,3,3,80,2,11,1,3,0,0,0,0
55,No,Non-Travel,1390,Sales,5,3,Life Sciences,1,1222,2,Male,77,3,4,Sales Representative,2,Single,19999,15775,7,Y,Yes,25,4,2,80,0,24,3,2,10,10,4,5
45,No,Travel_Rarely,150,Research & Development,28,3,Other,1,1223,3,Male,76,1,1,Research Director,4,Married,2202,15144,2,Y,No,21,3,4,80,1,25,2,3,18,11,3,17
38,No,Travel_Rarely,711,Human Resources,2,4,Marketing,1,1224,4,Female,75,3,5,Manager,3,Single,6530,16508,6,Y,No,25,3,4,80,0,13,3,3,5,5,3,3
60,No,Travel_Rarely,394,Research & Development,23,2,Medical,1,1225,1,Male,58,3,1,Research Director,2,Single,10294,20299,8,Y,Yes,15,4,3,80,2,39,2,2,37,12,4,14
35,No,Travel_Rarely,1146,Research & Development,26,4,Life Sciences,1,1226,4,Male,63,3,3,Manufacturing Director,2,Married,9004,7996,3,Y,Yes,24,3,1,80,1,22,3,3,7,5,1,2
53,Yes,Non-Travel,573,Research & Development,26,3,Human Resources,1,1227,2,Male,39,3,1,Research Director,4,Divorced,4878,15626,5,Y,Yes,19,3,3,80,0,15,2,2,1,1,1,1
52,No,Travel_Rarely,1263,Sales,7,1,Life Sciences,1,1228,2,Female,49,2,1,Manager,1,Married,6093,24305,8,Y,No,14,3,1,80,0,11,2,3,8,2,2,1
26,Yes,Non-Travel,331,Human Resources,28,5,Life Sciences,1,1229,1,Male,63,1,4,Manager,4,Married,18234,22287,4,Y,No,18,3,1,80,0,33,2,3,14,12,8,1
55,No,Travel_Rarely,939,Research & Development,10,3,Medical,1,1230,3,Female,42,3,4,Laboratory Technician,2,Single,19999,11879,0,Y,No,22,4,2,80,2,36,1,3,21,18,11,10
47,No,Travel_Rarely,458,Research & Development,5,2,Human Resources,1,1231,3,Male,39,2,2,Research Scientist,3,Single,19999,16400,2,Y,No,24,3,3,80,1,16,4,2,7,2,0,3
51,No,Travel_Rarely,642,Sales,15,3,Life Sciences,1,1232,4,Male,74,3,3,Manager,2,Single,8239,24009,8,Y,No,13,3,3,80,1,20,3,4,10,10,5,4
49,No,Travel_Frequently,928,Sales,12,4,Life Sciences,1,1233,2,Male,37,3,2,Sales Representative,4,Single,19999,17111,2,Y,No,15,3,2,80,0,7,4,4,3,0,0,2
20,No,Travel_Rarely,1037,Sales,10,2,Human Resources,1,1234,2,Male,34,4,4,Sales Executive,4,Single,6827,11406,9,Y,Yes,25,4,1,80,1,23,2,3,13,3,2,10
20,No,Non-Travel,1146,Research & Development,22,2,Life Sciences,1,1235,3,Male,49,3,2,Laboratory Technician,4,Single,16867,4018,1,Y,No,18,3,1,80,3,40,1,3,38,18,15,17
45,No,Travel_Rarely,915,Research & Development,17,2,Life Sciences,1,1236,3,Female,73,3,2,Research Director,1,Married,4546,4534,3,Y,No,25,3,1,80,1,14,0,3,0,0,0,0
32,Yes,Travel_Rarely,746,Research & Development,20,2,Medical,1,1237,4,Female,87,3,2,Manufacturing Director,4,Single,3038,25491,4,Y,No,20,3,3,80,0,31,1,3,26,6,5,17
58,No,Travel_Rarely,628,Research & Development,20,4,Technical Degree,1,1238,2,Female,49,4,2,Laboratory Technician,3,Married,19999,5536,6,Y,No,22,4,2,80,1,25,1,3,10,0,0,10
40,No,Non-Travel,1123,Human Resources,11,3,Medical,1,1239,3,Male,100,3,4,Manager,4,Married,7282,19685,6,Y,No,17,3,2,80,1,17,1,2,3,3,1,0
57,No,Travel_Rarely,1230,Sales,8,2,Other,1,1240,1,Female,69,1,1,Manager,2,Married,7804,7676,8,Y,No,11,4,3,80,1,40,5,3,33,13,3,8
28,No,Travel_Rarely,724,Research & Development,15,2,Medical,1,1241,3,Male,45,3,1,Laboratory Technician,4,Married,10761,10347,7,Y,No,22,4,2,80,0,27,5,3,8,0,0,4
49,Yes,Travel_Rarely,952,Research & Development,2,3,Life Sciences,1,1242,1,Male,33,3,2,Healthcare Representative,4,Single,19999,10448,1,Y,Yes,14,3,2,80,0,6,5,3,5,2,2,0
53,Yes,Travel_Rarely,1461,Research & Development,17,5,Other,1,1243,3,Male,39,1,3,Manufacturing Director,2,Single,2566,6741,7,Y,Yes,12,3,4,80,2,2,5,3,1,0,0,0
50,No,Travel_Frequently,525,Research & Development,23,3,Life Sciences,1,1244,3,Male,80,3,1,Healthcare Representative,2,Married,11911,16608,7,Y,No,12,3,3,80,0,14,3,2,3,0,0,3
41,Yes,Non-Travel,724,Research & Development,6,5,Life Sciences,1,1245,1,Female,77,3,2,Laboratory Technician,1,Divorced,13255,25880,4,Y,No,23,3,4,80,0,36,3,4,21,1,1,4
56,Yes,Travel_Rarely,105,Research & Development,21,3,Medical,1,1246,2,Male,49,3,4,Manufacturing Director,2,Single,3553,18345,2,Y,No,25,3,3,80,1,29,1,3,11,8,5,4
51,Yes,Travel_Rarely,570,Sales,28,2,Life Sciences,1,1247,2,Male,61,3,1,Sales Representative,3,Single,10020,11369,8,Y,No,17,3,4,80,1,29,1,2,28,12,1,17
45,No,Travel_Rarely,765,Sales,13,4,Life Sciences,1,1248,2,Female,95,3,3,Sales Executive,4,Divorced,19999,15633,6,Y,No,22,3,2,80,3,19,4,3,3,3,0,1
54,No,Travel_Frequently,988,Human Resources,29,3,Life Sciences,1,1249,1,Male,89,3,3,Human Resources,2,Married,8082,18716,0,Y,No,22,4,3,80,0,13,4,3,0,0,0,0
24,No,Non-Travel,639,Research & Development,29,4,Medical,1,1250,2,Male,40,3,2,Research Scientist,3,Married,10202,12901,7,Y,Yes,13,3,3,80,1,15,4,2,0,0,0,0
21,No,Travel_Rarely,1319,Research & Development,8,5,Technical Degree,1,1251,4,Male,49,3,4,Healthcare Representative,3,Married,19999,13079,9,Y,Yes,13,3,4,80,0,13,4,3,9,4,0,5
54,Yes,Travel_Frequently,461,Research & Development,11,1,Medical,1,1252,2,Female,52,1,3,Laboratory Technician,2,Single,19999,16513,4,Y,No,25,3,3,80,0,40,2,3,40,18,15,17
18,No,Travel_Rarely,621,Sales,15,1,Other,1,1253,2,Female,64,2,2,Manager,3,Married,15274,5880,5,Y,No,16,3,4,80,0,31,2,3,15,8,3,15
18,Yes,Non-Travel,1198,Sales,13,4,Life Sciences,1,1254,4,Male,46,4,2,Sales Executive,1,Married,12090,13398,8,Y,Yes,16,3,3,80,1,16,2,3,4,4,0,3
37,No,Travel_Rarely,1203,Research & Development,18,2,Life Sciences,1,1255,1,Male,39,4,3,Laboratory Technician,3,Single,13967,10723,9,Y,No,11,3,4,80,1,40,6,2,25,4,1,9
36,No,Travel_Rarely,169,Research & Development,18,2,Life Sciences,1,1256,4,Male,67,3,2,Healthcare Representative,1,Married,17212,10390,7,Y,Yes,25,4,4,80,0,27,5,3,19,14,4,14
46,No,Travel_Frequently,796,Sales,25,1,Life Sciences,1,1257,3,Female,61,3,4,Sales Representative,4,Divorced,9661,16966,2,Y,No,25,3,4,80,0,3,3,3,0,0,0,0
27,No,Travel_Rarely,1459,Research & Development,17,1,Life Sciences,1,1258,4,Male,83,4,2,Manufacturing Director,1,Married,5857,14763,4,Y,No,25,3,4,80,1,35,1,2,20,6,1,10
35,No,Travel_Rarely,186,Sales,22,4,Marketing,1,1259,2,Male,86,2,2,Manager,4,Single,17955,9354,3,Y,Yes,11,4,2,80,0,14,2,3,4,1,1,1
45,Yes,Travel_Rarely,180,Research & Development,13,2,Technical Degree,1,1260,3,Male,54,3,1,Healthcare Representative,4,Married,8563,12550,0,Y,Yes,21,3,2,80,0,7,2,3,1,1,0,1
52,No,Travel_Rarely,1431,Sales,29,3,Other,1,1261,1,Male,43,1,1,Sales Representative,2,Married,13458,25110,4,Y,Yes,16,3,2,80,1,18,4,3,2,2,0,2
60,No,Travel_Rarely,121,Research & Development,3,3,Life Sciences,1,1262,4,Male,74,3,1,Healthcare Representative,3,Divorced,7510,15779,9,Y,Yes,17,3,1,80,0,20,1,3,8,4,2,2
48,Yes,Travel_Rarely,257,Research & Development,29,3,Technical Degree,1,1263,2,Female,73,4,4,Research Director,2,Married,3779,3887,6,Y,No,19,3,1,80,0,10,1,3,7,3,2,0
