loan_id,origination_date,sector,credit_grade,credit_score,loan_amount,annual_income,debt_to_income,interest_rate,collateral_value,ltv_ratio,employment_years,num_defaults_history,monthly_return,volatility_30d,sharpe_ratio,portfolio_weight,risk_score_raw,risk_label
LN001597,2024-07-20,Technology,BBB,665,89217.7,41253.83,0.531,0.0882,69260.33,1.2882,3.4,1,-0.039841,0.08518,-1.6202,2.1e-05,3.6925,High
LN001598,2024-02-13,Energy,A,700,30028.26,45615.47,0.1786,0.0746,17546.73,1.7113,1.0,0,0.037354,0.104046,1.2437,0.003883,0.7261,Low
LN001599,2022-08-17,Energy,BB,614,63347.04,27262.98,0.4267,0.0999,156313.14,0.4053,14.3,0,-0.046553,0.098121,-1.6435,0.000151,0.3913,Low
LN001600,2025-02-24,Finance,B,575,108334.58,78013.13,0.3063,0.1245,179430.96,0.6038,0.2,0,0.179644,0.133914,4.647,2e-05,1.5562,Medium
LN001601,2020-10-10,Technology,BBB,664,268669.52,335008.23,0.1663,0.092,462281.53,0.5812,2.7,1,-0.097003,0.104723,-3.2087,3.8e-05,1.3254,Medium
LN001602,2022-03-08,Real Estate,CCC,496,80669.76,103471.15,0.1755,0.1352,70784.28,1.1397,1.4,0,0.033763,0.124631,0.9385,0.000848,2.9765,High
LN001603,2024-06-14,Healthcare,AA,796,26104.98,32695.75,0.1666,0.0647,47329.67,0.5516,18.8,2,-0.02895,0.043538,-2.3034,0.0,0.8722,Low
LN001604,2020-08-13,Utilities,BBB,639,105073.55,132579.06,0.218,0.0968,158342.44,0.6636,7.7,0,-0.041598,0.085409,-1.6872,5.3e-05,0.0525,Low
LN001605,2020-01-27,Industrial,BB,661,111837.44,47969.67,0.4836,0.1205,80103.16,1.3962,17.0,0,-0.055333,0.091807,-2.0878,3.9e-05,1.286,Medium
LN001606,2024-11-05,Healthcare,B,538,121105.99,156708.0,0.1515,0.1174,288986.36,0.4191,25.1,1,0.0522,0.096699,1.87,7.3e-05,1.9771,Medium
LN001607,2021-03-13,Utilities,A,746,271538.35,105311.03,0.5678,0.0858,390558.09,0.6953,4.8,1,0.043936,0.05949,2.5584,9.1e-05,1.5209,Medium
LN001608,2025-05-02,Industrial,B,569,302796.29,20000.0,1.5,0.1299,348844.65,0.868,1.9,0,0.061741,0.197562,1.0826,1.1e-05,4.2294,High
LN001609,2023-10-20,Finance,BBB,666,51347.32,29647.83,0.3525,0.0911,59585.77,0.8617,1.5,0,-0.019333,0.065995,-1.0148,0.000115,1.1847,Medium
LN001610,2020-08-17,Finance,BBB,685,50123.35,115968.01,0.1021,0.096,30216.8,1.6588,1.8,0,-0.0062,0.088858,-0.2417,6e-06,1.5106,Medium
LN001611,2020-02-07,Real Estate,AA,796,31438.28,66580.04,0.0898,0.0627,53804.7,0.5843,8.6,2,0.048143,0.071801,2.3227,2.9e-05,0.2009,Low
LN001612,2022-01-19,Energy,B,514,212925.42,29242.28,1.4567,0.1259,319157.54,0.6671,0.3,0,0.083446,0.115924,2.4936,4.2e-05,4.4523,High
LN001613,2022-11-11,Healthcare,A,721,485872.79,38425.91,1.5,0.0875,606870.11,0.8006,0.4,0,-0.192657,0.066868,-9.9806,0.000279,2.4945,Medium
LN001614,2023-10-30,Industrial,A,714,69801.44,20000.0,0.6605,0.083,157126.1,0.4442,6.6,0,-0.035763,0.07459,-1.6609,1e-06,-0.35,Low
LN001615,2021-04-14,Healthcare,A,718,75691.9,56282.49,0.219,0.0825,58740.39,1.2886,7.2,0,-0.025216,0.061219,-1.4269,0.000153,0.3645,Low
LN001616,2024-08-19,Industrial,B,517,495568.47,281386.04,0.2826,0.1228,526892.5,0.9405,7.7,0,0.046024,0.096916,1.645,0.000113,1.7393,Medium
LN001617,2025-05-21,Healthcare,BB,638,172148.65,105182.62,0.2833,0.1026,165398.06,1.0408,3.3,0,-0.044854,0.1456,-1.0671,0.0,1.6935,Medium
LN001618,2021-11-18,Energy,BB,650,159509.58,277421.11,0.1063,0.109,192594.32,0.8282,11.5,0,0.047361,0.091323,1.7965,6.6e-05,0.5424,Low
LN001619,2025-01-17,Industrial,A,754,26635.28,111043.57,0.0531,0.086,36937.4,0.7211,5.3,0,-0.09195,0.071896,-4.4304,0.000181,-1.1568,Low
LN001620,2021-10-01,Healthcare,BB,641,208272.14,122913.43,0.3253,0.1024,333903.16,0.6238,0.8,0,0.004729,0.095156,0.1722,9e-06,0.6543,Low
LN001621,2024-09-08,Consumer,BBB,661,35523.51,238435.73,0.05,0.0897,41737.72,0.8511,11.2,0,0.047165,0.066124,2.4709,9.1e-05,0.0274,Low
LN001622,2023-05-03,Utilities,B,534,28355.54,77970.38,0.1515,0.1256,26947.22,1.0523,21.4,0,-0.266414,0.156045,-5.9142,1.9e-05,1.4252,Medium
LN001623,2023-03-04,Finance,B,530,67410.18,52519.56,0.311,0.1201,178608.95,0.3774,0.4,0,0.289935,0.126456,7.9424,8.6e-05,0.9836,Medium
LN001624,2023-11-16,Real Estate,AAA,850,51825.0,123359.76,0.1063,0.046,183557.65,0.2823,3.5,0,0.024531,0.023229,3.6582,0.000188,-2.8369,Low
LN001625,2024-03-07,Finance,BB,615,77361.18,165659.24,0.1888,0.1079,110586.69,0.6996,4.7,0,-0.038782,0.159961,-0.8399,0.000337,0.6502,Low
LN001626,2024-07-13,Industrial,AA,788,20229.97,42788.5,0.05,0.0582,20175.17,1.0027,1.1,1,-0.06478,0.061705,-3.6368,0.000143,-0.1205,Low
LN001627,2023-07-24,Finance,BBB,702,283423.62,36130.82,1.5,0.0901,690298.64,0.4106,14.2,0,-0.029444,0.077785,-1.3113,0.001201,1.9443,Medium
LN001628,2024-12-27,Real Estate,A,740,341278.77,65986.09,0.9861,0.0835,258267.74,1.3214,2.3,0,-0.007937,0.068903,-0.399,1e-05,1.8908,Medium
LN001629,2022-03-11,Utilities,A,709,11590.29,107156.88,0.05,0.0735,13684.43,0.847,10.7,0,0.013473,0.052257,0.8931,0.000149,-0.1835,Low
LN001630,2024-05-22,Finance,BBB,652,289613.8,104680.04,0.4896,0.087,295923.65,0.9787,7.8,0,0.105031,0.081438,4.4676,0.00024,1.1328,Medium
LN001631,2020-06-09,Consumer,BB,627,40474.14,22094.47,0.3671,0.1068,34358.49,1.178,6.4,0,-0.054371,0.08153,-2.3102,3e-05,1.7636,Medium
LN001632,2022-08-14,Technology,BBB,696,253386.96,228233.44,0.2414,0.0987,305792.91,0.8286,1.5,0,0.029434,0.080743,1.2628,0.001234,0.366,Low
LN001633,2023-04-01,Healthcare,BB,623,91556.25,38222.69,0.4713,0.109,87469.03,1.0467,1.7,0,-0.143932,0.09609,-5.1888,8.7e-05,1.3836,Medium
LN001634,2022-04-01,Utilities,BBB,717,101890.41,49734.52,0.4454,0.0927,138235.62,0.7371,0.3,0,-0.068275,0.106499,-2.2208,0.000157,0.7377,Low
LN001635,2024-08-08,Industrial,AA,830,80530.61,31829.28,0.511,0.0652,109893.11,0.7328,1.9,0,0.010101,0.060824,0.5753,0.0,-1.2494,Low
LN001636,2022-05-27,Finance,BB,621,374498.14,395865.66,0.1631,0.1013,394277.18,0.9498,3.0,1,0.041987,0.085742,1.6963,0.000601,3.1407,High
LN001637,2022-07-02,Healthcare,A,709,25246.76,70930.05,0.05,0.0825,29385.24,0.8592,12.5,1,-0.091985,0.093861,-3.3948,0.000112,0.3585,Low
LN001638,2020-06-01,Healthcare,BBB,637,192648.85,33001.8,1.2081,0.0969,237111.27,0.8125,3.2,2,-0.052691,0.082031,-2.2251,0.002011,6.2669,High
LN001639,2025-02-13,Utilities,BB,600,331526.55,109616.86,0.5722,0.108,618715.98,0.5358,9.8,0,0.123482,0.098647,4.3362,7.6e-05,0.1686,Low
LN001640,2024-11-11,Consumer,BBB,688,217069.77,102579.67,0.469,0.1,276123.17,0.7861,4.1,1,0.067551,0.068702,3.406,0.000692,1.5944,Medium
LN001641,2021-05-24,Real Estate,AA,835,1273358.95,52501.19,1.5,0.0594,2390587.0,0.5327,10.8,1,-0.001828,0.074007,-0.0856,0.000608,2.2315,Medium
LN001642,2023-02-09,Healthcare,BBB,680,55169.11,107842.24,0.05,0.1006,94134.86,0.5861,26.2,2,-0.292112,0.118463,-8.5419,0.000892,0.8493,Low
LN001643,2023-06-04,Real Estate,CCC,519,282952.78,33600.48,1.5,0.1408,480050.98,0.5894,1.9,0,0.320919,0.139832,7.9502,0.000431,5.2106,High
LN001644,2024-08-10,Finance,BB,603,87842.46,42402.27,0.5174,0.1083,206579.1,0.4252,13.9,1,-0.034651,0.136521,-0.8792,0.00269,2.3333,Medium
LN001645,2020-04-13,Industrial,BB,625,383366.48,20000.0,1.5,0.1099,330707.75,1.1592,6.8,0,-0.044257,0.087199,-1.7582,9e-06,4.1065,High
LN001646,2023-12-16,Utilities,BB,630,97884.36,23700.09,0.856,0.1095,109345.61,0.8952,11.9,0,-0.089136,0.119483,-2.5843,0.0005,2.2474,Medium
LN001647,2023-12-14,Healthcare,A,680,64430.13,212212.11,0.1126,0.0861,176073.39,0.3659,7.4,0,0.012019,0.063424,0.6564,0.00069,-1.0855,Low
LN001648,2021-08-09,Consumer,BBB,659,415268.02,188905.1,0.4259,0.0896,505727.28,0.8211,3.9,1,0.013406,0.068581,0.6771,0.000488,1.3941,Medium
LN001649,2024-11-03,Industrial,BB,633,57485.15,62695.95,0.1925,0.1062,25165.58,2.2843,1.8,1,0.075279,0.102101,2.5541,0.000306,4.3164,High
LN001650,2023-02-17,Industrial,AA,796,20868.62,191770.0,0.05,0.0702,25973.04,0.8035,0.5,0,-0.065322,0.058048,-3.8982,0.000635,-1.8828,Low
LN001651,2020-02-23,Industrial,A,700,55908.32,53527.34,0.2158,0.077,79653.74,0.7019,5.4,0,-0.028349,0.056763,-1.73,8.9e-05,-0.6308,Low
LN001652,2020-05-31,Finance,A,669,195035.38,50494.15,0.7974,0.0845,92419.29,2.1103,32.5,0,0.094534,0.050558,6.4772,3.2e-05,2.8733,Medium
LN001653,2021-02-07,Consumer,BBB,660,456453.74,62290.08,1.4914,0.1035,1050542.11,0.4345,9.4,0,0.003387,0.069459,0.1689,0.001441,2.9137,High
LN001654,2025-04-26,Utilities,CCC,488,111551.57,54860.83,0.4599,0.138,113182.56,0.9856,2.8,0,-0.045302,0.120209,-1.3055,1.1e-05,3.4781,High
LN001655,2020-07-26,Energy,AA,767,420843.7,51501.31,1.5,0.0684,647867.85,0.6496,12.3,0,-0.04231,0.038668,-3.7904,0.000243,1.7943,Medium
LN001656,2025-03-09,Technology,BBB,673,22159.19,133302.82,0.05,0.0892,27326.58,0.8109,10.3,2,0.02171,0.069314,1.085,0.00017,1.9595,Medium
LN001657,2023-01-27,Healthcare,A,742,60621.82,66509.16,0.2771,0.0838,48877.36,1.2403,2.3,0,0.050792,0.059932,2.9358,0.000285,0.3107,Low
LN001658,2025-03-05,Healthcare,CCC,506,71866.63,98591.19,0.1383,0.141,63219.25,1.1368,0.1,0,0.11247,0.175291,2.2226,0.000223,2.5683,Medium
LN001659,2020-01-09,Healthcare,AA,731,87027.95,123249.54,0.1512,0.0674,80817.72,1.0768,0.9,2,-0.030093,0.063899,-1.6314,0.000104,3.0447,High
LN001660,2022-10-11,Real Estate,BBB,637,108283.04,78568.81,0.2723,0.0918,225657.26,0.4799,14.7,2,0.012101,0.072706,0.5766,9.2e-05,2.6961,Medium
LN001661,2025-03-21,Energy,BB,602,211082.02,30357.84,1.3495,0.1017,268602.21,0.7859,12.7,1,0.201284,0.140567,4.9604,1.1e-05,4.7074,High
LN001662,2022-11-26,Industrial,BB,624,60518.99,23225.22,0.6023,0.1125,66301.4,0.9128,2.4,0,0.087042,0.100749,2.9928,0.000948,2.2722,Medium
LN001663,2021-03-28,Industrial,BBB,682,115028.08,66446.1,0.3198,0.0847,106840.03,1.0766,2.4,1,-0.076593,0.077156,-3.4388,0.000427,2.5259,Medium
LN001664,2020-09-10,Real Estate,BBB,681,93935.61,53110.0,0.2974,0.0934,204602.61,0.4591,11.0,0,-0.213161,0.077634,-9.5115,0.000106,-0.9052,Low
LN001665,2023-08-20,Utilities,BBB,660,35650.59,63651.23,0.0895,0.0997,86439.64,0.4124,19.4,2,0.008065,0.075578,0.3697,0.000127,1.6226,Medium
LN001666,2022-06-15,Technology,A,721,87113.46,59205.05,0.1942,0.081,188879.44,0.4612,10.6,1,0.03432,0.055305,2.1497,0.00084,-0.043,Low
LN001667,2024-09-29,Consumer,A,711,84286.29,365309.99,0.05,0.0897,138544.86,0.6084,6.5,1,-0.075564,0.059776,-4.379,0.000865,0.6591,Low
LN001668,2022-05-30,Energy,BBB,689,82323.46,23596.22,0.6494,0.1001,124784.48,0.6597,1.9,0,-0.016363,0.080011,-0.7084,0.000274,0.9145,Medium
LN001669,2024-05-14,Energy,A,706,102225.39,20000.0,1.0531,0.0767,84843.21,1.2049,5.2,0,-0.030256,0.065017,-1.612,2.9e-05,2.609,Medium
LN001670,2025-03-03,Finance,A,751,107284.65,75558.6,0.2503,0.0801,131257.1,0.8174,1.9,1,-0.008722,0.078688,-0.384,0.000476,0.6732,Low
LN001671,2021-09-15,Industrial,BB,615,61357.66,46004.95,0.3111,0.1098,63002.6,0.9739,11.6,1,-0.065937,0.088888,-2.5696,0.00025,2.785,Medium
LN001672,2020-12-11,Energy,CCC,488,400306.67,74700.91,1.1417,0.1321,260349.79,1.5376,3.4,0,0.144956,0.135232,3.7132,0.000238,6.4903,High
LN001673,2024-08-29,Utilities,BB,593,27270.79,90103.84,0.0996,0.1053,56184.08,0.4854,12.6,2,-0.006012,0.097259,-0.2141,0.000689,2.7334,Medium
LN001674,2020-09-19,Energy,AA,756,44664.44,147100.79,0.05,0.0622,45642.79,0.9786,3.4,0,-0.113099,0.100322,-3.9053,0.00016,-1.168,Low
LN001675,2024-06-22,Healthcare,AA,773,2000000.0,20846.51,1.5,0.0548,4355868.18,0.4592,12.2,0,0.032189,0.044732,2.4927,0.001676,0.587,Low
LN001676,2023-08-14,Real Estate,CCC,481,31514.7,40550.26,0.0792,0.1402,60530.83,0.5206,2.8,0,-0.232791,0.156296,-5.1595,8e-05,1.2416,Medium
LN001677,2023-12-09,Industrial,A,670,22267.2,80832.38,0.05,0.0788,37554.82,0.5929,4.1,0,0.089622,0.084367,3.6798,6e-06,-1.1339,Low
LN001678,2020-05-30,Finance,AA,785,221443.87,102675.06,0.3883,0.0566,381962.63,0.5798,6.7,0,0.042938,0.055304,2.6895,0.001758,-1.8045,Low
LN001679,2021-04-17,Consumer,BB,633,10048.39,278010.65,0.05,0.112,10604.59,0.9476,0.5,1,0.119681,0.101256,4.0944,4.8e-05,2.6248,Medium
LN001680,2021-10-02,Utilities,BB,624,76206.25,116890.49,0.259,0.1136,216282.08,0.3523,20.7,0,-0.028005,0.081769,-1.1864,0.000176,-0.7279,Low
LN001681,2025-06-05,Technology,BB,597,1045919.98,57540.71,1.5,0.1111,1436410.12,0.7281,6.0,0,-0.102198,0.140005,-2.5287,4.2e-05,4.2662,High
LN001682,2025-02-25,Utilities,A,731,18044.04,32102.69,0.05,0.0784,27483.56,0.6565,5.0,1,-0.004756,0.052262,-0.3152,0.000208,0.2229,Low
LN001683,2021-07-04,Consumer,AAA,836,11157.19,40335.9,0.05,0.053,11616.81,0.9604,12.8,1,-0.009645,0.036567,-0.9137,8.2e-05,-0.8521,Low
LN001684,2024-11-14,Finance,CCC,493,18975.44,39541.58,0.1021,0.1434,17649.0,1.0752,14.1,0,-0.100484,0.118012,-2.9496,0.00024,2.8299,Medium
LN001685,2022-07-17,Healthcare,A,768,265188.33,94718.4,0.5643,0.0815,433268.94,0.6121,5.2,0,-0.045479,0.061237,-2.5727,8e-06,-1.3246,Low
LN001686,2021-05-03,Technology,BB,634,340188.24,71675.07,0.9127,0.1059,500949.11,0.6791,18.3,0,-0.057042,0.098842,-1.9992,0.000238,1.7379,Medium
LN001687,2024-12-16,Consumer,BB,623,56170.8,23705.1,0.4862,0.1114,55293.54,1.0159,0.5,1,-0.178739,0.127905,-4.8408,0.001076,2.951,High
LN001688,2023-03-17,Industrial,BB,597,209302.04,44128.85,0.8865,0.116,158921.07,1.317,0.8,0,0.044526,0.092234,1.6723,0.0,2.8212,Medium
LN001689,2020-05-26,Industrial,A,748,455559.16,110667.26,0.776,0.077,370019.74,1.2312,6.4,0,-0.042203,0.138011,-1.0593,0.000774,0.8612,Low
LN001690,2024-08-31,Technology,A,687,705090.23,76585.55,1.5,0.0905,1535757.87,0.4591,3.1,1,-0.03381,0.06797,-1.7232,1e-06,3.7923,High
LN001691,2025-04-12,Technology,BB,603,75284.62,89147.83,0.1181,0.1074,79517.28,0.9468,4.4,0,-0.108817,0.0835,-4.5144,9e-06,0.5965,Low
LN001692,2021-02-06,Technology,B,564,7850.88,78279.83,0.05,0.1252,9254.06,0.8484,2.8,0,-0.13446,0.099215,-4.6947,0.001668,1.5211,Medium
LN001693,2022-08-12,Energy,CCC,508,40015.94,186932.25,0.05,0.1366,96487.55,0.4147,3.6,2,0.232535,0.135183,5.9587,4e-06,3.9825,High
LN001694,2025-02-20,Finance,AA,806,61729.39,70631.4,0.263,0.0661,53191.57,1.1605,12.1,0,-0.027903,0.036034,-2.6824,0.000142,-1.0661,Low
LN001695,2021-10-21,Industrial,A,737,74248.09,45696.82,0.2862,0.0713,74934.48,0.9908,6.3,0,0.025532,0.063092,1.4019,2.9e-05,-0.3647,Low
LN001696,2023-10-04,Industrial,CCC,485,80286.33,31538.73,0.4979,0.1373,79685.9,1.0075,40.0,2,-0.004112,0.113209,-0.1258,0.000195,5.4736,High
LN001697,2021-04-08,Finance,BB,623,337994.21,71305.35,0.9645,0.1045,871535.13,0.3878,10.8,2,-0.272224,0.091356,-10.3224,0.002401,4.5224,High
LN001698,2023-09-11,Healthcare,B,526,401061.98,20000.0,1.5,0.1257,1201672.23,0.3338,2.2,0,0.193626,0.122719,5.4656,0.000461,3.8107,High
LN001699,2020-07-05,Industrial,A,708,81728.58,52627.69,0.3178,0.085,149012.32,0.5485,2.1,0,0.031002,0.06228,1.7244,5.1e-05,-0.2437,Low
LN001700,2023-02-21,Consumer,BB,611,330490.56,51839.73,1.3038,0.1132,610288.61,0.5415,2.9,3,-0.079789,0.083569,-3.3074,0.000584,7.3512,High
LN001701,2023-05-09,Healthcare,BB,614,146301.89,23037.31,1.3182,0.0981,156574.23,0.9344,13.0,0,-0.019997,0.085805,-0.8073,0.00034,3.416,High
LN001702,2021-08-31,Real Estate,BB,564,105974.8,31263.73,0.7175,0.1202,311728.52,0.34,0.2,0,-0.119196,0.089163,-4.6309,0.000122,1.8526,Medium
LN001703,2020-05-23,Real Estate,BBB,681,267586.61,105531.03,0.4985,0.0965,402028.02,0.6656,1.8,0,0.109445,0.066442,5.7061,0.002553,0.6552,Low
LN001704,2022-01-21,Consumer,AAA,850,106881.63,70368.3,0.2964,0.0461,202951.31,0.5266,16.5,0,-0.041514,0.037558,-3.829,0.000179,-3.0801,Low
LN001705,2024-03-14,Technology,BB,608,949406.47,64295.94,1.5,0.1108,1228595.64,0.7728,7.1,2,-0.072011,0.098706,-2.5272,0.001641,7.2242,High
LN001706,2022-09-08,Industrial,A,789,20287.25,74194.35,0.1022,0.0809,24600.81,0.8247,1.8,0,-0.046059,0.051283,-3.1112,0.000205,-1.0465,Low
LN001707,2020-07-16,Consumer,BBB,652,56011.48,63884.96,0.1293,0.0917,147050.14,0.3809,1.7,1,-0.008897,0.075294,-0.4093,2.1e-05,0.8767,Medium
LN001708,2024-06-21,Consumer,CCC,480,85890.56,142914.78,0.1252,0.141,143877.67,0.597,13.9,1,0.140924,0.120689,4.0449,1e-05,2.8585,Medium
LN001709,2022-06-02,Utilities,BBB,660,160075.04,65277.35,0.4737,0.092,386137.25,0.4146,15.7,1,0.116572,0.073124,5.5224,2e-06,1.1572,Medium
LN001710,2020-10-06,Technology,B,548,398218.66,21574.14,1.5,0.123,595339.91,0.6689,2.1,1,-0.067562,0.111317,-2.1025,2.7e-05,6.0179,High
LN001711,2020-10-20,Real Estate,A,721,96101.63,187416.93,0.05,0.0766,92393.78,1.0401,3.8,1,0.010958,0.058492,0.649,6e-06,0.4472,Low
LN001712,2024-12-28,Healthcare,BB,574,20651.59,77593.44,0.05,0.1028,22075.2,0.9355,12.6,0,-0.011227,0.090771,-0.4285,0.000822,0.6856,Low
LN001713,2021-02-04,Consumer,CCC,476,249388.02,39637.16,1.3489,0.1407,350792.93,0.7109,10.3,0,-0.170188,0.141943,-4.1534,0.000582,5.2709,High
LN001714,2020-05-02,Utilities,AA,787,226489.68,24899.89,1.5,0.0679,237959.21,0.9518,11.8,1,0.087458,0.038537,7.8615,8e-06,3.7777,High
LN001715,2023-04-22,Industrial,AAA,850,11660.42,78995.01,0.05,0.0526,10106.87,1.1537,5.1,0,0.046153,0.039305,4.0676,4.8e-05,-2.0785,Low
LN001716,2020-07-21,Healthcare,BBB,725,98303.55,55159.24,0.4173,0.0991,214568.06,0.4581,17.0,0,-0.000511,0.079088,-0.0224,0.004235,-0.3219,Low
LN001717,2024-01-02,Healthcare,AA,823,17168.71,180214.44,0.0735,0.0666,18636.85,0.9212,2.8,0,0.059748,0.042279,4.8954,0.001221,-0.9683,Low
LN001718,2022-04-15,Finance,BB,590,47518.95,46998.22,0.1843,0.1073,67789.38,0.701,1.2,0,0.105632,0.106005,3.4519,0.000416,0.657,Low
LN001719,2020-09-03,Real Estate,B,532,36567.32,33317.35,0.2554,0.1292,55568.05,0.6581,8.6,1,-0.013452,0.111023,-0.4197,0.000132,3.1964,High
LN001720,2023-12-10,Utilities,BBB,666,240431.66,112089.99,0.386,0.0882,256511.79,0.9373,5.4,1,0.009376,0.077977,0.4165,8e-05,1.3496,Medium
LN001721,2024-10-19,Utilities,A,774,112253.3,114427.57,0.1727,0.0755,270718.0,0.4147,13.5,0,0.093604,0.072032,4.5015,8.2e-05,-2.5099,Low
LN001722,2025-03-16,Industrial,BBB,665,24000.98,67376.8,0.1462,0.0902,20722.87,1.1582,0.6,1,-0.113884,0.097419,-4.0496,0.000337,2.2173,Medium
LN001723,2024-09-03,Utilities,BB,576,259905.29,96129.35,0.5272,0.1154,389540.32,0.6672,13.0,0,0.21841,0.151995,4.9778,0.000359,0.9841,Medium
LN001724,2025-02-23,Industrial,AAA,837,20390.28,58315.26,0.05,0.0547,30371.52,0.6714,2.4,1,-0.016366,0.03985,-1.4227,0.000199,-0.3171,Low
LN001725,2023-02-27,Technology,BB,628,141935.1,70523.8,0.3994,0.1124,187479.23,0.7571,7.4,0,0.158167,0.121499,4.5095,0.000102,1.2286,Medium
LN001726,2024-07-19,Technology,BB,627,40319.41,135332.99,0.0557,0.1154,32397.07,1.2445,0.3,1,-0.014811,0.080022,-0.6412,0.00025,3.0803,High
LN001727,2023-11-27,Utilities,BB,604,66022.79,92755.55,0.2023,0.1056,126257.94,0.5229,6.6,0,0.012377,0.09511,0.4508,0.000484,0.2598,Low
LN001728,2021-01-19,Energy,A,747,171905.09,53183.73,0.6472,0.0817,312419.49,0.5502,8.8,0,-0.011519,0.054832,-0.7277,0.00137,-0.6649,Low
LN001729,2024-10-24,Industrial,BB,553,175184.39,154299.96,0.206,0.1094,180478.5,0.9707,3.2,1,-0.059079,0.081979,-2.4964,0.000748,2.8341,Medium
LN001730,2022-05-04,Utilities,AA,792,429624.13,20000.0,1.5,0.0692,769626.69,0.5582,1.7,0,-0.022838,0.050185,-1.5765,0.000762,1.5359,Medium
LN001731,2024-05-08,Utilities,A,751,90176.21,251815.34,0.0777,0.0794,141419.23,0.6377,5.4,3,0.090221,0.077474,4.0341,0.000691,2.7718,Medium
LN001732,2020-08-07,Real Estate,B,529,138288.3,20000.0,1.3454,0.1231,111842.97,1.2365,12.5,0,-0.265877,0.10563,-8.7194,0.001628,5.3787,High
LN001733,2021-10-03,Healthcare,BB,589,60991.45,38601.06,0.3738,0.1127,58507.92,1.0424,2.7,0,-0.147859,0.10218,-5.0127,0.00132,2.1251,Medium
LN001734,2020-01-02,Utilities,AAA,803,120594.49,58183.54,0.4242,0.0544,256658.44,0.4699,2.0,0,-0.029776,0.033456,-3.0831,1.1e-05,-1.8008,Low
LN001735,2020-04-22,Energy,A,769,160080.91,54039.12,0.5926,0.0767,244556.37,0.6546,2.3,0,-0.07837,0.061493,-4.4148,0.000476,-0.9386,Low
LN001736,2021-11-29,Industrial,A,711,88597.52,121114.02,0.1552,0.0797,95429.02,0.9284,20.8,0,0.075437,0.056857,4.5961,0.000387,-0.1653,Low
LN001737,2025-03-30,Technology,A,736,13573.5,28552.92,0.05,0.0747,12997.13,1.0443,3.1,3,0.063346,0.059645,3.6791,0.000694,3.7709,High
LN001738,2022-08-09,Real Estate,A,745,142147.14,71864.43,0.3692,0.0675,156132.53,0.9104,0.0,0,0.022742,0.058609,1.3441,0.001022,1.0085,Medium
LN001739,2024-07-06,Utilities,AA,827,147416.56,39944.71,0.7383,0.066,166579.14,0.885,10.7,1,-0.04681,0.05578,-2.9071,0.000277,1.4006,Medium
LN001740,2024-06-24,Technology,BBB,666,46714.47,73614.6,0.1172,0.098,44955.3,1.0391,8.4,0,0.078002,0.067466,4.005,0.000542,0.1073,Low
LN001741,2025-02-28,Industrial,BB,596,24032.79,57220.04,0.1476,0.1113,16162.82,1.4869,1.0,0,-0.145446,0.081944,-6.1485,0.000433,2.2478,Medium
LN001742,2023-11-11,Energy,BB,614,500552.15,63898.74,1.5,0.1003,1066051.7,0.4695,29.4,0,0.195457,0.101577,6.6657,0.000189,1.97,Medium
LN001743,2023-11-10,Technology,BB,642,169496.92,40743.54,0.8748,0.1082,337338.96,0.5025,6.6,0,-0.085313,0.095806,-3.0847,0.00117,2.0506,Medium
LN001744,2024-03-13,Technology,AA,785,76727.15,41896.4,0.3667,0.0539,62237.23,1.2328,4.9,3,-0.021501,0.046249,-1.6105,1.4e-05,5.3139,High
LN001745,2023-07-15,Finance,CCC,466,28261.73,73210.25,0.13,0.1468,40287.17,0.7015,3.4,0,-0.070403,0.113308,-2.1524,1e-06,1.2605,Medium
LN001746,2024-12-13,Consumer,B,511,39974.77,115913.66,0.0888,0.1196,37613.13,1.0628,16.0,0,-0.135019,0.105588,-4.4297,5.2e-05,1.585,Medium
LN001747,2021-03-17,Utilities,B,519,413680.59,39387.53,1.5,0.1313,502938.18,0.8225,2.0,0,0.216009,0.126187,5.9299,0.001813,5.0467,High
LN001748,2024-02-29,Industrial,B,571,114855.27,32593.32,0.7041,0.1297,135066.36,0.8504,2.4,0,0.078805,0.139077,1.9628,0.000331,3.1112,High
LN001749,2023-02-10,Finance,B,541,53871.36,91988.8,0.0694,0.1205,61280.72,0.8791,0.9,0,0.119213,0.119252,3.463,0.002902,2.3227,Medium
LN001750,2024-09-11,Real Estate,BBB,654,172932.76,58527.22,0.6163,0.0893,520131.52,0.3325,10.0,0,-0.093477,0.066236,-4.8888,3e-06,0.3687,Low
LN001751,2023-06-10,Consumer,A,712,40302.23,107081.84,0.0733,0.0818,45616.82,0.8835,6.3,0,-0.001783,0.072198,-0.0856,2e-06,0.0754,Low
LN001752,2025-02-06,Industrial,BB,612,514487.91,31759.33,1.5,0.1058,502636.14,1.0236,6.6,2,0.027716,0.085515,1.1227,0.000614,7.4272,High
LN001753,2024-06-19,Finance,BB,604,437171.39,20000.0,1.5,0.1105,434976.82,1.005,1.7,1,0.006648,0.087574,0.263,0.001276,6.1856,High
LN001754,2024-08-22,Utilities,BB,603,59087.14,41229.0,0.2241,0.1076,121088.78,0.488,7.4,0,-0.114232,0.08436,-4.6907,1.2e-05,0.382,Low
LN001755,2023-10-29,Finance,BBB,703,49437.41,35015.75,0.2612,0.0861,34462.32,1.4345,10.2,0,0.08077,0.0949,2.9483,1e-06,1.4387,Medium
